report_time_simple,report_time,지점,주소,사고원인,lon,lat,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
2020-07-05 09:00:00,2020-07-05 09:00:00,속초,강원도 속초시 설악동 설악동 산41,낙석·낙빙,128.4849533,38.1626862,25.9,,,,1,,90,,57,,19,16.7,1001.9,,1003.9,,1,,,9,,,4,0,,,2000,,,36.5,,,,,
2020-07-05 09:00:00,2020-07-05 09:00:00,속초,강원도 속초시 설악동 설악동 산41,낙석·낙빙,128.4849533,38.1626862,25.9,,,,1,,90,,57,,19,16.7,1001.9,,1003.9,,1,,,9,,,4,0,,,2000,,,36.5,,,,,
2020-07-05 09:00:00,2020-07-05 09:59:00,속초,강원도 속초시 조양동 조양동 604-11,개인질환,128.577126,38.1857849,25.9,,,,1,,90,,57,,19,16.7,1001.9,,1003.9,,1,,,9,,,4,0,,,2000,,,36.5,,,,,
2020-04-15 15:00:00,2020-04-15 15:03:00,홍천,강원도 홍천군 내면 광원리 300-1,야생식물 섭취 중독,128.4668799,37.8085657,22.9,,,,1.2,,230,,16,,4.5,-4.2,995,,1011,,1,,,9,,,5,0,,,5010,,,32.1,,,,,
2020-04-15 15:00:00,2020-04-15 15:03:00,홍천,강원도 홍천군 내면 광원리 300-1,야생식물 섭취 중독,128.4668799,37.8085657,22.9,,,,1.2,,230,,16,,4.5,-4.2,995,,1011,,1,,,9,,,5,0,,,5010,,,32.1,,,,,
2020-04-15 15:00:00,2020-04-15 15:03:00,홍천,강원도 홍천군 내면 광원리 300-1,야생식물 섭취 중독,128.4668799,37.8085657,22.9,,,,1.2,,230,,16,,4.5,-4.2,995,,1011,,1,,,9,,,5,0,,,5010,,,32.1,,,,,
2020-08-01 14:00:00,2020-08-01 14:27:00,속초,강원도 속초시 설악동 설악동 138,실족추락,128.4849533,38.1626862,28.4,,,9,0.4,,0,,67,,25.8,21.6,1006.9,,1008.9,,0,,,9,,,10,3,,48,2000,,,29.4,,,,,
2020-08-01 14:00:00,2020-08-01 14:27:00,속초,강원도 속초시 설악동 설악동 138,실족추락,128.4849533,38.1626862,28.4,,,9,0.4,,0,,67,,25.8,21.6,1006.9,,1008.9,,0,,,9,,,10,3,,48,2000,,,29.4,,,,,
2020-10-18 07:00:00,2020-10-18 07:56:00,인제,강원도 인제군 남면 부평리,기타산악,128.116951,37.9894237,3,,,,0.5,,320,,94,,7.1,2.1,1001.9,,1027,,0,,,9,,,10,10,,2,1440,,,6.7,,,,,
2020-10-18 07:00:00,2020-10-18 07:56:00,인제,강원도 인제군 남면 부평리,기타산악,128.116951,37.9894237,3,,,,0.5,,320,,94,,7.1,2.1,1001.9,,1027,,0,,,9,,,10,10,,2,1440,,,6.7,,,,,
2020-11-06 14:00:00,2020-11-06 14:48:00,인제,강원도 인제군 북면 용대리 산76,탈진·탈수,128.3651816,38.1886627,15.6,,,,2.9,,180,,30,,5.3,-1.9,995.4,,1019.2,,0.7,,,9,,,6,2,,38,5009,,,19.2,,,,,
